segment_id,function_class,lane_number,speed_class,road_length,out_degree,trajectory_count,medium_speed,other_attrs_json
428022881,5,1,6,261,2,5,11,
196952910,5,1,6,67,2,5,8,
90001824152850,5,1,6,156,3,5,7,
90000013094661,5,1,6,58,3,5,10,
5531890,5,1,6,97,4,5,4,
406012840,5,1,6,100,3,5,14,
90000236689370,5,1,7,193,3,5,3,
6274200,5,1,6,61,3,5,7,
304156820,5,1,7,64,4,5,0,
296916720,5,1,6,64,3,5,8,
5025173511,5,1,6,163,2,5,13,
90001067767931,5,1,6,34,3,5,1,
90001423021340,5,1,6,90,3,5,7,
5166340,2,3,5,45,2,5,8,
90001608982690,5,1,6,208,2,5,10,
2830700,5,2,6,53,2,5,9,
90001001878270,4,2,6,169,2,5,0,
90000256420211,5,1,6,31,3,5,0,
90000589158311,5,1,6,6,3,5,0,
90001582463651,5,1,6,129,3,5,0,
282875380,5,1,6,201,3,5,3,
626026871,5,1,6,41,2,5,11,
90001423979351,5,1,6,88,3,5,0,
90001658397950,5,1,7,48,3,5,0,
500350970,5,1,6,33,3,5,10,
90000219271881,5,1,6,83,4,5,0,
90000996032431,5,1,6,201,3,5,8,
396431000,5,1,6,197,4,5,13,
90000228055861,5,1,6,98,3,5,7,
90001817917340,5,2,5,107,2,5,6,
90002022422690,5,1,6,46,2,5,3,
7494960,5,1,6,64,2,5,7,
551438040,5,1,6,135,2,5,0,
90000596187241,5,1,6,157,3,5,10,
152535521,5,1,6,62,2,5,4,
331264000,5,1,5,47,2,5,2,
90001576389470,5,1,6,77,3,5,9,
700423361,5,1,6,52,2,5,1,
90001249881691,5,1,6,28,3,5,1,
163562181,5,1,6,52,3,5,5,
187127021,5,1,7,18,2,5,8,
724943340,5,1,6,46,3,5,4,
90001813753940,5,1,7,133,3,5,0,
476727770,5,1,6,21,3,0,6,
5177950,5,1,6,34,4,5,5,
90001845965271,5,1,6,99,3,5,8,
90001278868461,5,1,6,93,3,5,8,
90000236715581,5,1,6,15,3,5,8,
857315110,5,1,6,21,3,5,12,
6094308610,5,1,6,61,3,5,7,
5104660,5,1,6,112,2,5,7,
723056111,5,1,7,19,3,5,10,
879069791,5,1,6,31,2,5,5,
500568551,3,2,5,52,1,5,9,
4517450,5,1,6,194,3,5,11,
90001773393391,5,1,6,483,3,5,11,
90000251548900,5,1,6,24,3,5,2,
880282331,5,1,6,21,2,5,8,
90000236922630,5,1,7,127,3,5,9,
90001428758990,5,1,6,14,2,5,0,
4827820,5,1,7,90,2,5,3,
90001819162691,5,1,6,189,2,5,10,
498547600,5,1,6,90,3,5,8,
867506461,4,2,5,211,4,5,11,
90000001086001,5,1,7,215,3,5,8,
90000246135331,5,1,6,62,3,5,6,
1099834991,5,1,6,9,3,5,4,
6136201,5,1,6,90,3,5,3,
428413251,5,1,6,186,2,5,10,
9852461,5,1,6,113,4,5,11,
698695131,5,1,6,131,3,5,6,
626027200,5,1,6,63,2,5,5,
3431970,5,1,6,296,3,5,12,
4310780,5,1,6,339,3,5,5,
146138971,5,1,6,72,4,5,0,
482065321,5,1,6,50,4,5,6,
90000385405910,5,1,6,39,3,5,12,
90001931895541,5,1,6,122,2,5,9,
90000573260180,5,1,6,11,3,5,7,
90001379163601,5,1,6,34,2,5,11,
90000012903471,5,1,6,66,3,5,4,
615335470,5,1,6,53,4,5,3,
90000812690021,5,1,6,247,3,5,10,
752434261,4,1,6,71,3,5,9,
6487351,5,2,7,113,1,5,6,
90000572665140,5,1,6,114,3,5,3,
90001818091551,5,1,6,42,2,5,1,
202581111,5,1,6,89,3,5,7,
705646181,5,1,7,113,2,5,8,
5735000,5,1,6,105,2,5,10,
90000001343030,5,1,6,81,3,5,14,
831337410,4,2,5,67,2,5,10,
433420701,5,1,6,76,3,5,3,
6162270,5,1,6,76,2,5,3,
90001235546080,4,2,5,28,2,5,4,
90000260968860,5,1,6,39,2,5,5,
90001220227030,5,1,6,123,3,5,7,
90000199523351,5,1,6,50,3,5,0,
7605531,5,1,6,20,3,5,0,
90000996344301,5,1,6,339,2,5,9,
626026861,5,1,6,106,3,5,13,
456567020,5,1,6,294,4,5,11,
333139831,5,1,6,16,2,5,1,
4183230,5,1,6,93,4,5,4,
2486210,5,1,7,86,3,5,8,
90002026052401,5,1,6,331,3,5,13,
887398271,5,1,7,90,2,5,8,
417582490,5,1,6,97,3,5,7,
90000256424340,5,1,6,19,3,5,7,
90000001463790,5,1,6,82,3,5,5,
90000356207630,5,1,6,38,2,5,4,
1107021950,5,1,6,124,3,5,6,
90000825051110,5,1,6,210,3,5,17,
90001579289810,5,1,6,78,3,5,0,
90000220251060,5,1,6,159,2,5,10,
90001821239720,5,1,6,29,4,5,5,
707687010,5,1,5,94,2,5,6,
90001923678550,5,1,6,72,2,5,3,
90001576585161,5,1,6,190,3,5,10,
90001122369911,5,1,6,10,3,5,5,
90001680476691,5,1,6,147,4,5,15,
90001625147601,5,1,6,107,2,5,6,
90001680444801,5,1,6,15,3,5,9,
90000888729040,5,1,6,77,3,5,4,
90000237083661,5,1,7,26,3,1,0,
90000286549721,5,1,6,84,3,5,3,
7418640,5,1,6,16,3,5,4,
9791860,5,1,6,32,2,5,15,
90000574750080,5,1,6,53,3,5,4,
707689410,4,1,6,178,2,5,13,
4676740,5,1,6,71,4,5,3,
499643360,5,1,6,63,3,5,2,
90001056662350,5,1,6,65,3,5,8,
90001178721340,5,1,7,31,3,5,0,
90000412774651,5,1,6,102,3,5,6,
880721510,5,1,7,35,2,5,5,
90000597569710,5,1,6,20,3,5,13,
90001980175730,5,1,6,38,3,5,8,
90000883545290,5,1,6,78,2,5,0,
90001177312141,5,1,6,96,3,5,5,
90000259246181,5,1,6,38,3,5,3,
186677331,5,1,6,17,3,5,11,
90000198345180,5,1,6,131,3,5,11,
90000219851941,5,1,6,101,4,5,3,
836177181,5,1,6,18,2,5,3,
90000259697161,5,1,6,75,3,5,6,
90001331248041,5,1,6,132,2,5,11,
90000815883530,5,1,6,43,2,5,4,
90000312074370,5,1,6,9,2,5,0,
4349541,4,1,6,50,2,5,5,
15338571,5,1,7,6,2,5,13,
734998201,5,1,6,16,4,5,2,
90000583395620,5,1,6,15,2,5,12,
740358001,4,1,6,96,2,5,8,
90000995465760,5,1,6,233,3,5,17,
90001303088861,5,1,6,136,3,5,0,
820620920,5,1,6,141,4,5,6,
174783590,5,1,6,11,3,0,2,
416246901,5,1,6,98,2,5,10,
90000468508341,5,1,6,9,2,5,6,
2511380,5,1,7,46,3,5,4,
90001645238260,5,1,7,33,3,6,4,
90001815410740,5,1,6,86,3,5,7,
5321301,4,1,6,85,3,5,13,
423287551,5,1,6,48,4,5,1,
3313731,5,1,6,168,3,5,9,
90001800170581,5,1,6,424,3,5,12,
612007790,5,1,7,58,2,5,2,
400141311,5,1,6,27,3,5,5,
817258230,5,1,6,14,2,5,9,
90000264728641,5,1,6,81,3,5,6,
90001583108951,5,1,6,32,3,5,0,
90000012715560,5,1,6,223,4,5,9,
90001164585200,5,1,6,51,3,5,8,
6357160,5,1,7,122,3,5,3,
90001248373271,5,1,6,217,4,5,13,
90001655377780,5,1,6,89,3,5,6,
3288400,5,1,6,77,3,5,10,
671711050,5,1,6,29,3,5,7,
2969441,5,1,6,305,3,5,11,
5021421300,5,1,5,97,3,5,11,
3753160,5,1,6,121,3,5,5,
90001164640460,5,1,6,110,3,5,14,
500401810,5,1,6,182,4,5,16,
90000219396711,5,1,7,64,3,5,6,
720658530,5,1,6,64,3,5,3,
855484151,5,1,6,63,2,5,9,
90000884222630,5,1,7,63,1,5,4,
152535501,5,1,6,16,2,5,4,
90000385107031,5,1,6,23,2,5,5,
90001245097781,5,1,6,88,3,5,12,
5002247240,5,1,6,29,3,5,7,
90002002428391,5,1,6,19,2,5,3,
90000885327951,5,1,6,108,3,5,13,
180609761,5,1,6,21,3,5,7,
6951840,5,1,6,105,3,5,5,
90001925735000,5,1,6,72,3,5,6,
715512040,5,1,6,277,2,5,13,
3789511,5,1,6,196,2,5,1,
90000013433281,5,1,6,114,3,5,10,
3272131,5,1,6,75,4,5,0,
90000220310970,5,1,6,55,3,5,2,
1088545251,5,1,7,26,3,5,5,
193583821,5,1,6,189,4,5,3,
713699800,5,1,7,82,2,5,12,
90000012771591,5,1,6,17,4,5,4,
300758681,5,1,6,221,2,5,1,
90000438769271,4,2,5,196,2,5,13,
706199710,5,1,6,36,3,5,6,
90001377224550,5,1,6,71,3,5,8,
422380780,5,1,6,63,3,5,0,
90001905698220,5,1,6,231,2,5,9,
90000996273860,5,1,6,16,3,5,0,
428476931,5,1,6,59,4,5,4,
90000851350310,5,1,6,49,3,5,12,
397646940,5,1,6,77,3,5,9,
880527110,5,1,6,43,2,5,3,
548966310,5,1,6,52,3,5,0,
90000013360100,5,1,6,59,4,5,7,
90001897457460,5,1,6,170,4,5,9,
90000256424341,5,1,6,19,3,5,0,
423287561,5,1,6,53,3,5,6,
887400191,5,1,6,68,4,5,9,
90000457326361,5,1,7,55,3,5,5,
90000001330150,5,1,6,123,2,5,1,
196898881,5,1,7,9,4,5,11,
90001845869681,4,1,6,143,3,5,12,
198831511,5,1,6,16,3,5,7,
186680621,5,1,6,207,3,5,12,
90000219586130,5,1,6,133,3,5,0,
90001821174030,5,1,6,123,2,5,2,
421424890,5,1,7,72,3,5,9,
4092551,5,1,7,14,2,5,1,
90001693207931,5,1,6,288,3,5,10,
857084530,5,1,6,104,2,5,9,
9867090,4,2,5,26,2,5,12,
201148050,5,1,6,20,2,5,11,
90001582375770,5,1,6,26,3,5,6,
416295991,5,1,6,62,3,5,3,
90000012832480,5,1,6,14,3,5,1,
14693100,5,1,7,45,3,5,5,
887397130,5,1,6,171,4,5,8,
90001655979060,5,1,6,96,3,5,9,
5874471,5,1,6,117,4,5,0,
5082989960,5,2,5,9,2,5,1,
90001798710250,5,1,6,15,2,5,13,
90001738602080,5,1,6,17,3,5,10,
368831760,5,1,6,171,3,5,1,
90001426933401,5,1,6,50,3,5,8,
90000263677260,5,1,7,32,3,5,2,
174780260,5,1,6,19,1,5,5,
3503771,4,1,6,117,2,5,9,
1125048441,5,1,6,28,3,5,0,
90000398393170,5,1,7,80,3,5,5,
90001583038800,5,1,7,18,3,5,9,
90001624185541,5,1,6,18,4,5,0,
153392691,5,1,6,23,2,5,12,
90000890538580,5,1,6,77,3,5,8,
90001906107270,4,1,6,19,2,0,6,
90001927994590,5,1,7,22,2,5,0,
90000907259650,5,1,7,237,3,5,13,
90000384590891,5,1,6,123,3,5,0,
90000328158300,5,1,7,166,3,5,11,
4319180,5,1,6,332,2,5,11,
90000237566891,5,1,6,62,2,5,5,
330614700,5,1,6,396,3,5,9,
90000001146450,5,1,6,73,4,5,7,
417632401,4,2,5,125,2,5,9,
6064163650,5,1,6,28,3,5,2,
164610060,4,1,6,72,3,5,0,
90000907268030,5,1,7,129,2,5,11,
90000467295700,5,1,7,136,4,5,9,
90000324178310,5,1,6,139,3,5,7,
90000910487201,5,1,6,77,3,5,8,
90000573385840,5,1,6,97,3,5,6,
90001176819910,5,1,6,119,3,5,7,
195607651,5,1,6,66,2,5,8,
879065570,5,1,6,6,2,5,2,
90001815206920,5,1,6,92,3,5,5,
90000264703171,5,1,7,5,2,5,3,
90000256604971,5,1,6,21,3,5,0,
2265870,2,1,5,54,2,5,14,
2919180,5,1,6,128,3,5,9,
5091822961,5,1,6,14,3,0,6,
90000410667871,5,1,6,72,3,5,6,
180614251,5,1,6,74,2,5,10,
90000262441090,5,1,6,15,3,5,0,
4438850,5,1,6,92,3,5,3,
90001969786740,5,1,7,86,3,5,3,
744641340,5,1,6,118,3,5,14,
90000462392820,5,1,6,306,3,5,15,
90001626409881,5,1,6,147,3,5,10,
90000573140380,5,1,6,12,2,5,0,
90001422867721,5,1,7,93,3,1,0,
90001426382461,5,1,6,250,3,5,0,
500802500,2,2,5,135,1,5,11,
90000263556100,5,1,6,32,3,5,1,
90001824325810,5,1,6,71,3,5,1,
620087570,5,1,6,189,2,5,8,
90001800668731,5,1,6,21,3,5,12,
144246860,5,1,6,13,2,5,0,
90001428681450,5,1,6,39,3,5,3,
90000220265921,5,1,7,66,2,5,11,
433303880,5,1,7,53,3,5,4,
90001582807671,5,1,6,27,3,5,11,
90000398034581,5,1,6,170,3,5,1,
4282961,4,1,6,38,4,5,0,
6707060,5,1,6,102,2,6,1,
629080370,5,1,6,245,4,5,9,
331268310,5,1,6,42,3,5,2,
425720221,5,1,6,36,3,5,9,
90001668006641,5,1,6,12,3,5,9,
700121890,5,2,6,397,2,5,10,
857090210,5,1,6,151,3,5,7,
1010818261,5,1,6,251,3,5,12,
90001376983601,5,1,6,75,2,5,6,
90000848465021,5,1,6,45,3,5,7,
3745121,5,1,6,42,3,5,7,
423070281,5,1,6,98,4,5,6,
145313851,5,1,6,39,3,5,5,
90001824068731,5,1,6,15,2,5,5,
542893180,5,1,6,80,2,5,6,
1979541,3,2,5,14,3,5,10,
625916130,5,1,6,41,4,5,6,
90000225299240,5,1,6,58,2,5,6,
8083570,5,1,6,85,3,6,1,
90000864151600,5,2,5,101,2,5,12,
349989001,5,1,6,24,2,5,5,
90001830401030,5,1,6,17,3,5,4,
90000823741121,5,1,6,21,3,5,5,
717600290,5,1,7,82,2,5,6,
90000877304221,5,1,6,46,2,5,7,
90001679693401,5,1,6,32,3,5,0,
90001176719870,5,1,6,90,2,5,8,
90000908404711,5,1,6,69,3,5,9,
90000384364080,5,1,6,116,4,5,7,
430243810,5,1,7,60,2,5,1,
90000220564640,5,1,6,44,3,5,5,
114588521,5,1,6,30,3,5,5,
2671601,5,1,6,231,3,5,10,
433209671,5,1,6,60,2,5,7,
428592961,5,1,6,128,4,5,12,
4075780,5,1,6,14,2,5,3,
879137311,5,1,6,190,2,5,11,
90001378149171,5,1,6,21,3,5,7,
5678290,3,1,5,172,4,5,11,
4057601,5,1,6,18,3,5,7,
4673100,5,1,6,53,2,5,11,
90000572052171,5,1,6,147,3,5,9,
857091140,5,1,6,15,3,5,7,
90001429966921,4,2,6,33,3,5,14,
185834581,5,1,6,236,4,5,15,
90000328189751,5,1,6,100,3,5,0,
632934400,5,1,7,63,2,5,4,
623857660,5,1,6,18,2,0,3,
13698671,5,1,6,109,2,5,8,
416367800,5,1,6,183,3,5,11,
820618061,5,1,6,70,4,5,5,
90000261762651,5,1,6,57,3,5,0,
145319040,5,1,6,87,4,5,8,
411221700,5,1,6,244,3,5,11,
4721180,4,1,6,73,3,5,11,
3585081,3,1,5,41,3,5,11,
5704771,5,1,6,97,3,5,6,
700420430,5,2,5,18,1,0,0,
90000474662610,5,1,6,337,3,5,15,
90001821258551,5,2,6,57,2,5,9,
4413771,5,1,6,839,4,5,15,
4606371,5,1,7,42,3,5,0,
3030660,5,2,5,93,2,5,4,
90000384317191,5,1,6,567,4,5,17,
90001691777500,5,1,7,8,2,6,1,
90000812943171,5,1,6,37,3,5,4,
1107191750,5,1,6,80,2,5,8,
90001210992201,5,1,6,30,1,5,3,
90001433817661,5,1,6,59,3,6,7,
4485711,5,1,6,55,2,5,2,
90001860121901,5,1,6,105,3,5,6,
319093430,5,1,6,129,4,5,4,
3912860,5,1,6,40,4,5,7,
90001170624781,5,1,6,203,3,5,16,
90000227243790,5,1,6,71,3,5,4,
146799790,5,1,6,35,3,5,9,
180588620,5,1,6,218,2,5,12,
196958840,5,1,6,185,4,5,10,
90001582720200,4,1,6,112,4,5,14,
90000219291951,5,1,6,90,3,5,9,
1010605981,5,1,6,199,2,5,11,
3719121,5,1,6,27,3,5,0,
5718160,5,1,6,91,2,5,2,
90001165257091,5,1,6,32,2,5,0,
90000257730590,5,1,6,17,3,5,7,
90000120130221,5,1,6,59,3,5,9,
90001727004831,5,1,7,11,3,5,0,
428465741,5,1,6,180,4,5,5,
152535500,5,1,6,16,3,5,1,
705645861,5,1,6,232,2,5,18,
322659461,5,1,6,108,3,5,3,
322659810,5,1,6,122,3,5,12,
90000572750150,5,1,6,117,4,5,2,
90000776794421,5,1,6,62,3,5,5,
90000205434380,5,1,7,86,3,5,7,
4034850,5,1,7,96,3,5,7,
16515211,5,1,6,29,3,5,1,
6313870,5,1,6,24,2,6,6,
542826590,5,1,6,124,3,5,11,
297847860,5,1,6,360,4,5,17,
4037530,5,1,6,35,3,5,0,
90000994773860,4,1,6,80,2,5,4,
90000975541110,5,1,7,18,3,5,0,
90000264699671,5,1,6,27,3,5,0,
702072441,5,1,6,58,3,5,12,
877290420,5,1,6,84,1,6,3,
349991560,5,1,6,33,2,5,13,
779201560,5,1,6,17,4,5,0,
633402941,5,1,6,54,2,5,5,
878589320,5,1,6,11,2,5,0,
855486520,5,1,6,223,2,5,6,
859274220,5,1,6,26,3,5,0,
5754351,5,1,6,109,3,5,8,
551432521,5,1,6,167,2,5,10,
90001756565540,5,1,6,168,3,5,9,
831306750,5,1,6,75,3,5,3,
90001859947670,5,1,6,284,3,5,10,
396433600,5,1,6,66,3,5,10,
6140631,5,1,6,4,3,5,0,
90000260218520,5,1,6,54,3,5,0,
498319871,5,1,6,118,4,5,4,
90000251569041,5,1,6,156,2,5,6,
90000219414941,5,1,6,50,3,5,5,
90000219586131,5,1,6,133,3,5,9,
3073930,4,1,6,74,3,5,8,
90000868047740,5,1,7,79,3,5,3,
90001625525051,5,1,6,79,2,5,3,
90000013170050,5,1,6,294,4,5,11,
698695821,5,1,6,42,3,5,8,
90000220297370,5,1,6,73,3,5,1,
3464781,5,1,6,536,4,5,13,
90000863206390,5,1,6,83,3,5,2,
880512621,5,1,6,35,4,5,9,
5352421,5,1,7,88,3,5,4,
90000246114880,5,1,6,39,3,5,1,
90000256424300,5,1,6,25,3,5,6,
90001757556940,5,1,6,71,1,5,0,
630224281,5,1,6,55,2,5,0,
90001815110900,5,1,6,33,3,5,3,
500459411,3,1,6,112,2,5,11,
90001811987601,5,1,6,82,3,5,12,
90000264907270,5,1,6,26,3,6,1,
172571351,5,1,6,101,3,5,0,
162858120,5,1,6,41,2,5,6,
7055521,5,1,6,6,3,5,0,
620084450,5,1,6,128,2,5,0,
6656971,5,1,6,87,3,5,0,
90000179341500,5,1,6,81,2,5,5,
90001738364561,5,1,6,163,2,5,9,
90000841710690,5,1,6,17,3,5,7,
723056101,5,1,7,140,3,5,12,
359110471,5,1,6,53,4,5,6,
90000000018421,5,1,6,28,2,5,5,
90001378096630,5,1,6,197,3,5,13,
90001888955831,5,1,6,98,3,5,5,
90001278690031,5,1,6,136,2,5,0,
887025920,5,1,6,33,2,5,3,
90000813098320,5,1,8,132,2,5,0,
90000012794780,5,1,6,24,4,5,10,
5816641,5,1,7,343,3,5,10,
90000220292250,5,1,6,202,3,5,9,
244493431,5,1,6,89,2,5,7,
10070099521,5,1,6,59,2,5,8,
90000572293970,4,1,7,43,1,5,17,
428727510,5,1,6,11,3,5,0,
1008907101,5,1,6,33,2,5,2,
90000234392030,5,1,6,58,3,5,14,
833421760,5,1,6,97,3,5,14,
90000013352331,5,1,6,88,3,5,0,
128574021,5,1,6,130,2,5,7,
1012482340,5,1,6,31,3,5,7,
90002025186921,5,1,6,56,3,5,13,
90000908287631,5,1,6,611,3,5,11,
3527660,5,1,6,463,4,5,12,
730839851,5,1,6,35,2,5,11,
323943880,5,1,6,25,3,5,0,
2489931,5,1,7,100,2,5,12,
6318820,3,3,5,56,1,5,8,
90001758561190,5,1,6,54,3,5,7,
333401151,5,1,6,154,3,5,3,
5733991,5,1,6,105,3,5,6,
855484451,5,1,6,27,2,5,6,
90001626904280,5,1,7,141,4,5,8,
90001812068400,5,1,6,90,2,5,2,
90000330917881,5,1,6,37,3,5,7,
5072661381,5,1,7,63,3,5,6,
3546701,5,1,6,213,4,5,6,
90000970166941,5,1,6,100,3,5,8,
90001801611581,5,1,6,88,3,5,11,
6666101,5,1,6,77,2,5,2,
90000885028190,5,1,6,22,3,5,8,
90000885880301,5,1,6,149,3,5,6,
90000244993640,5,1,6,28,3,5,0,
422566641,5,1,6,13,2,5,10,
699921420,5,1,6,98,4,5,10,
90000249984570,5,1,6,203,3,5,0,
90000384156050,5,1,6,194,3,5,3,
90001598237331,5,1,6,141,2,5,7,
90000311985590,5,1,6,283,3,5,5,
855481900,5,1,6,43,4,5,4,
90000264320700,5,1,7,57,3,5,7,
90001995963451,4,1,6,5,2,5,7,
322612410,5,1,6,24,3,5,2,
90000001246451,5,1,6,67,3,5,7,
90001817828730,5,1,7,63,2,5,6,
2642740,5,1,6,184,4,5,4,
2746841,5,1,6,72,2,5,7,
886454920,5,1,6,18,3,5,6,
5740730,5,1,6,182,4,5,1,
6658781,5,1,6,10,1,5,4,
90001216510040,5,1,6,45,3,5,5,
7048031,5,1,6,130,3,5,0,
733610581,5,1,6,72,3,5,0,
90000398339650,5,1,6,33,3,5,6,
146141211,5,1,7,83,2,5,8,
90000909485450,5,1,6,21,2,5,0,
4430251,5,1,6,109,3,5,5,
90001954454350,5,1,7,142,3,5,0,
90000219523900,5,1,6,43,3,5,3,
90000324271190,5,1,6,59,3,5,9,
90000996125331,5,1,6,15,3,5,5,
90001626754061,5,1,6,58,3,5,12,
90000286642311,3,2,5,73,2,5,9,
679998400,5,1,6,89,3,5,0,
90001814035711,5,1,6,41,3,5,0,
730611200,5,1,6,245,3,5,8,
90000013312470,5,1,6,94,3,5,0,
90000815625390,5,1,6,18,2,5,5,
90001177431251,5,1,6,46,3,5,0,
90001801572801,5,1,6,36,3,5,1,
268699440,5,1,6,80,3,5,4,
397553701,5,1,7,203,4,5,11,
886530011,5,1,6,16,3,5,5,
3369181,5,1,6,117,3,5,0,
90000243053880,5,1,6,88,3,5,10,
90001144513891,5,1,6,133,3,5,13,
90000013154641,5,1,7,136,4,5,5,
90001377242401,5,1,6,141,3,5,15,
90001223833930,5,1,6,173,3,5,7,
90000227582261,4,2,5,83,1,5,9,
90000001315871,5,1,6,469,3,5,15,
887026731,5,1,6,31,4,5,10,
90000219732350,5,1,6,74,3,5,9,
90001904981300,5,1,6,230,3,5,18,
90000889806471,5,1,6,98,3,5,2,
90000332759461,5,1,6,79,3,5,10,
491070641,5,1,6,19,3,5,4,
3467771,5,1,6,52,3,5,6,
90000120172931,5,1,6,57,3,5,10,
396435040,5,1,6,548,3,5,10,
90000246732710,5,1,6,96,3,5,7,
329519951,5,1,6,201,3,5,10,
90001821445361,5,1,6,21,4,5,0,
90001691687330,5,2,5,56,2,5,9,
90000219251800,5,1,6,118,3,5,5,
425740670,5,1,7,204,4,5,13,
90000912896550,5,1,6,83,3,5,9,
90001797261871,5,1,6,44,4,5,8,
3000670,5,1,7,136,3,5,2,
4605311,5,1,6,119,3,5,4,
466996520,3,1,6,98,5,5,9,
198586770,4,2,5,14,1,5,0,
781812561,5,1,6,20,4,5,1,
90001177334620,5,1,6,29,3,5,2,
416363541,5,1,6,55,3,5,0,
90000313017961,5,1,6,10,4,5,5,
90000012732660,5,1,6,35,3,5,0,
146561501,5,1,6,12,4,5,3,
722869770,5,1,7,32,3,5,4,
90000266105611,5,1,6,111,3,5,10,
90000467551880,5,1,6,61,5,5,11,
90000263341681,5,1,6,10,3,5,2,
3738280,5,1,7,127,2,5,14,
3056310,5,1,6,70,4,5,10,
90000889042070,5,1,6,69,3,5,12,
356360440,5,1,6,12,2,5,6,
90001755865880,4,2,5,151,2,5,13,
5760721,5,1,7,254,4,5,9,
90000889531530,5,1,6,382,3,6,9,
90001429438460,5,1,7,24,2,5,1,
90001800061811,5,1,6,107,3,5,9,
2458701,5,1,6,25,2,5,3,
799031801,5,1,5,55,1,5,4,
90000255507590,5,1,6,41,3,5,6,
141904970,5,1,6,59,2,4,5,
90000013330621,5,1,6,288,4,5,10,
4030760,5,1,6,50,2,5,6,
90000012637521,5,1,7,21,3,5,2,
13544281,5,1,6,80,2,5,7,
90001423979350,5,1,6,88,2,5,5,
3286061,5,1,6,132,3,5,10,
90001425638311,5,1,6,97,3,5,9,
3551081,5,1,6,107,2,5,6,
90000848636491,5,1,6,63,3,5,10,
90001276865621,5,1,6,26,2,5,7,
419175590,5,1,7,30,2,5,8,
2947230,5,1,6,197,3,5,11,
446037570,5,1,6,128,2,5,2,
5670330,5,1,6,7,3,5,0,
7817840,5,2,6,138,1,5,10,
90000219937000,5,1,6,96,3,5,8,
90001831774681,5,1,6,123,3,5,19,
856258981,5,1,6,28,2,5,0,
90001822755420,5,1,6,42,2,5,5,
328412470,5,1,7,123,3,6,0,
582882501,5,1,6,78,3,5,9,
886449181,5,1,6,23,4,5,14,
193660200,5,2,5,120,2,5,7,
90000384312721,5,1,6,117,3,5,11,
3555151,5,1,6,191,3,5,0,
90001778732680,5,1,6,18,3,5,0,
880511971,5,1,6,188,3,5,8,
3246801,5,1,6,139,3,5,11,
90000001392881,5,1,6,87,2,5,15,
5094779111,5,1,6,78,2,5,7,
90001838002800,5,1,6,102,2,5,1,
476723680,5,1,6,546,3,5,12,
166829810,5,1,6,120,3,5,0,
90000013197881,5,1,7,37,3,5,3,
90000573449891,5,1,6,342,3,5,10,
258853441,5,1,6,20,3,5,3,
90001426423081,5,1,6,40,3,5,7,
476654590,4,1,6,34,2,5,4,
2782840,5,1,6,157,4,5,7,
145320021,5,1,6,98,3,5,6,
90000237234801,5,1,6,18,2,5,0,
90000385621270,5,1,6,120,3,5,10,
90001667637450,5,2,5,10,2,5,4,
5454890,5,1,6,15,3,5,5,
2667470,5,1,6,141,4,5,6,
855485941,5,1,6,26,4,5,10,
90000848736320,5,2,5,30,2,5,8,
90000258574410,5,1,6,73,3,5,1,
165704870,5,1,7,8,3,0,5,
300465611,5,1,6,13,2,5,5,
90000776893660,5,1,6,50,3,5,0,
90001822341280,5,1,6,37,2,6,0,
857090220,5,1,6,380,3,5,10,
303971040,5,1,6,26,2,5,0,
5928161,5,1,7,93,3,5,2,
141901941,5,1,6,13,3,5,2,
856258181,5,1,6,13,2,5,4,
90001377027731,4,1,6,67,3,5,14,
90000219989451,5,1,6,75,4,5,1,
90001813306611,5,1,6,21,3,5,5,
90000219839121,5,1,6,94,4,5,8,
3860900,5,1,6,122,3,5,11,
90000265571841,5,1,6,17,3,5,9,
186671241,5,1,7,11,2,5,5,
302445491,5,1,6,70,3,5,9,
90000245539531,5,1,6,56,3,5,6,
887397150,5,1,6,11,3,5,6,
882822300,5,1,6,69,2,5,7,
90001932545721,5,1,6,26,3,5,7,
582882970,5,1,6,101,2,5,10,
748350731,5,1,6,40,4,5,6,
90001177054750,5,1,6,47,2,5,7,
90001691479450,5,1,6,11,3,5,0,
90000975370101,5,1,6,123,3,5,2,
90001826117150,5,1,7,50,1,5,13,
90001627016351,5,1,6,218,2,5,1,
163565431,5,1,6,385,3,5,15,
90001680069171,5,1,6,111,4,5,9,
90000013019021,5,1,6,201,2,5,4,
90000259136021,5,1,6,34,3,5,0,
90000884522430,5,1,6,15,4,5,0,
90000255113991,5,1,6,59,3,5,4,
90000575675310,5,1,7,248,3,5,10,
90001057997210,5,1,7,113,3,5,5,
3568521,5,1,6,178,3,5,7,
633136220,5,1,6,26,2,5,2,
90001578830271,5,1,6,63,3,5,11,
90001625766740,5,1,6,106,3,5,7,
90000220326940,5,1,6,112,4,5,8,
90000236598261,5,1,6,84,3,5,7,
428464361,5,1,6,192,3,5,9,
90001773928351,5,1,6,26,3,5,12,
90000919915921,5,1,6,86,3,5,0,
90001812791640,5,1,6,134,3,5,0,
90000813018601,5,1,6,97,3,5,6,
8082990,5,1,6,76,2,5,5,
90000012666190,5,1,6,42,3,5,9,
90001848436141,5,1,6,33,2,5,3,
877575430,4,2,6,46,3,5,7,
428612871,5,1,6,51,3,5,10,
90000815043660,5,1,6,27,3,5,1,
817133390,5,1,6,79,4,5,5,
879069311,5,1,6,16,3,5,0,
3336100,5,1,7,25,2,5,1,
